timestamp,price,Repeated Hour Flag,source_file,source_sheet
2023-01-08 17:00:00,66.05,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 18:00:00,37.86,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 19:00:00,26.9,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 20:00:00,22.31,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 21:00:00,22.03,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 22:00:00,21.68,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-08 23:00:00,21.26,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 00:00:00,16.28,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 01:00:00,15.22,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 02:00:00,16.64,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 03:00:00,17.84,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 04:00:00,19.2,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 05:00:00,21.87,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 06:00:00,26.8,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 07:00:00,29.1,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 08:00:00,23.77,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 09:00:00,20.15,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 10:00:00,19.26,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 11:00:00,19.38,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 12:00:00,19.9,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 13:00:00,20.26,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 14:00:00,20.75,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 15:00:00,21.67,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 16:00:00,25.18,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 17:00:00,70.9,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 18:00:00,48.11,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 19:00:00,33.24,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 20:00:00,30.08,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 21:00:00,27.68,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 22:00:00,23.03,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-09 23:00:00,22.47,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 00:00:00,18.96,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 01:00:00,15.34,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 02:00:00,13.03,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 03:00:00,12.31,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 04:00:00,13.97,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 05:00:00,17.33,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 06:00:00,28.84,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 07:00:00,29.19,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 08:00:00,23.86,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 09:00:00,20.49,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 10:00:00,19.53,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 11:00:00,19.47,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 12:00:00,19.71,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 13:00:00,19.1,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 14:00:00,21.27,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 15:00:00,22.29,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 16:00:00,25.93,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 17:00:00,54.89,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 18:00:00,33.5,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 19:00:00,22.35,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 20:00:00,20.17,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 21:00:00,17.81,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 22:00:00,19.95,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-10 23:00:00,16.25,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-11 00:00:00,10.38,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-11 01:00:00,7.87,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
2023-01-11 02:00:00,7.51,N,rpt.00013060.0000000000000000.DAMLZHBSPP_2023.xlsx,Jan
