STATION,NAME,DATE,TMAX,TMIN
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-05,83.0,69.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-06,86.0,70.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-07,86.0,67.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-08,71.0,65.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-09,86.0,68.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-10,86.0,74.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-11,80.0,62.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-12,67.0,48.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-13,77.0,44.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-14,81.0,54.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-15,84.0,59.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-16,59.0,41.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-17,60.0,33.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-18,75.0,41.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-19,81.0,49.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-20,84.0,54.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-21,88.0,66.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-22,86.0,65.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-23,84.0,59.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-24,84.0,63.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-25,84.0,61.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-26,84.0,63.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-27,86.0,59.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-28,77.0,61.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-29,83.0,55.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-30,84.0,61.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-03-31,85.0,68.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-04-01,83.0,72.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-04-02,82.0,74.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-04-03,84.0,74.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-04-04,82.0,63.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-04-05,66.0,60.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-04-06,75.0,52.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-04-07,77.0,50.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-04-08,81.0,59.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-04-09,82.0,61.0
USW00012960,"HOUSTON INTERCONTINENTAL AIRPORT, TX US",2026-04-10,76.0,67.0
